Date Time,SO_Stock,GG_Stock,IC_Stock,BS_Stock,DG_Stock,GJ_Stock,DJ_Stock,US_Stock,GW_Stock,CB_Stock,CN_Stock,JB_Stock,JN_Stock,GB_Stock,GN_Stock,JJ_Stock,SO_Exchange,GG_Exchange,IC_Exchange,BS_Exchange,DG_Exchange,GJ_Exchange,DJ_Exchange,US_Exchange,GW_Exchange,CB_Exchange,CN_Exchange,JB_Exchange,JN_Exchange,GB_Exchange,GN_Exchange,JJ_Exchange,SO_MG,BS_MG,DG_MG,IC_MG,GJ_MG,DJ_MG,US_MG,GG_MG,GW_MG,CB_MG,CN_MG,JB_MG,JN_MG,GB_MG,GN_MG,JJ_MG,SO_MM,GG_MM,IC_MM,BS_MM,DG_MM,GJ_MM,DJ_MM,US_MM,GW_MM,CB_MM,CN_MM,JB_MM,JN_MM,GB_MM,GN_MM,JJ_MM,SO_JS,GG_JS,IC_JS,BS_JS,DG_JS,GJ_JS,DJ_JS,US_JS,GW_JS,CB_JS,CN_JS,JB_JS,JN_JS,GB_JS,GN_JS,JJ_JS,SO_JSratio,BS_JSratio,DG_JSratio,IC_JSratio,GJ_JSratio,DJ_JSratio,US_JSratio,GG_JSratio,GW_JSratio,CB_JSratio,CN_JSratio,JB_JSratio,JN_JSratio,GB_JSratio,GN_JSratio,JJ_JSratio,SO_Permits,IC_Permits,GG_Permits,BS_Permits,DG_Permits,GJ_Permits,DJ_Permits,US_Permits,GW_Permits,CB_Permits,CN_Permits,JB_Permits,JN_Permits,GB_Permits,GN_Permits,JJ_Permits,SO_Starts,IC_Starts,GG_Starts,BS_Starts,DG_Starts,GJ_Starts,DJ_Starts,US_Starts,GW_Starts,CB_Starts,CN_Starts,JB_Starts,JN_Starts,GB_Starts,GN_Starts,JJ_Starts,SO_Completed,IC_Completed,GG_Completed,BS_Completed,DG_Completed,GJ_Completed,DJ_Completed,US_Completed,GW_Completed,CB_Completed,CN_Completed,JB_Completed,JN_Completed,GB_Completed,GN_Completed,JJ_Completed,SO_Unsold,BS_Unsold,DG_Unsold,IC_Unsold,GJ_Unsold,DJ_Unsold,US_Unsold,GG_Unsold,GW_Unsold,CB_Unsold,CN_Unsold,JB_Unsold,JN_Unsold,GB_Unsold,GN_Unsold,JJ_Unsold,SO_Interest,GG_Interest,IC_Interest,BS_Interest,DG_Interest,GJ_Interest,DJ_Interest,US_Interest,GW_Interest,CB_Interest,CN_Interest,JB_Interest,JN_Interest,GB_Interest,GN_Interest,JJ_Interest,SO_JW,BS_JW,DG_JW,IC_JW,GJ_JW,DJ_JW,US_JW,GG_JW,GW_JW,CB_JW,CN_JW,JB_JW,JN_JW,GB_JW,GN_JW,JJ_JW
2002. 02,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,864.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,1327.7,2.4094787567974008,1.928993220091857,1.450814378991172,1.5378661927420767,1.7406590873067396,0.868549948741304,1.7365287025901122,2.2194767441860552,0.19241380286072474,0.5795244197636329,0.3861724425048063,0.6751816969853497,1.5516996159863572,0.8696019844401937,1.4483972416976965,1.2614223281684378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.430779957995123,3.1501301306494383,-1.6566586025518308,-0.0027226528866302058,2.221292898973174,-11.269447523752586,-7.612160566706022,-1.0149504492439507,-7.327457173570553,-10.27321651948246,-13.248625512142647,-5.1458286670354685,-4.291637752955896,-1.9964988718587082,-5.478012973207075,0.18612682541771297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,-0.3100000000000005,,,,,,,,,,,,,,,,
2002. 03,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,1326.4,2.5915170714537306,1.921958595022133,1.5410126654658907,1.626190374209413,1.5445402298850608,1.1542556967416795,1.8292059317700504,2.302056388098106,0.8613750935509756,0.5778541308761431,0.5774300779458841,0.8618964580772381,1.0601256864632314,0.7707859489512359,1.4413818871612083,1.5448763250883513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.541974791451697,4.52494098726362,-1.068689134959035,2.1201919954005173,3.8663735401810766,-10.95847286952181,-7.563329397874853,1.8930093257688325,-7.351938902918244,-10.163309124176173,-13.465934216850926,-5.658742730695016,-5.325988580982056,-1.6748725094247523,-4.9818468610350966,0.09028417313511855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,0.010000000000000675,,,,,,,,,,,,,,,,
2002. 04,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,842.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,1292.2,3.1664320075091013,2.3086764363805745,2.1205357142857206,2.3989357136726452,2.2190583024132238,1.9246088193456634,2.114988833909859,3.0738297749233423,1.5378956155119639,1.4438791461785616,1.6380028137471525,1.731421942801492,1.8386166328024256,1.3518265835783305,2.114499424626004,2.3261747820540135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.057253713382796,5.1922302058744645,-0.7938958236373692,3.9488528233357654,5.239755342456452,-8.855302181697878,-6.512349468713105,3.2800409067666654,-8.370810874300053,-9.945468717910419,-12.639300510425969,-5.426637701887654,-5.655409297577678,-1.7372031998189297,-4.819118255015056,0.2912445730824939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2002. 05,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,784.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,1233.3,3.250737807906967,2.202815432742433,2.115851048651729,2.6761667260420285,2.2140962214096227,2.3056718960743794,2.3956104731549077,3.161644863048263,1.8251015124290948,1.830429468777539,2.1189238852680203,2.0139504302335576,1.735035846095112,1.637042652963805,2.4004709057757756,2.5203770642852064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.226092506319006,6.476010133762197,-0.49503584945424506,5.326974026997112,6.902382092636513,-8.063953522115877,-4.9242266824085,4.60641846648324,-9.963563383626244,-9.857279550419147,-12.052782164846992,-5.802571748546136,-6.130651569914021,-1.8673496813619723,-4.119628127645329,-1.3519931587948908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,,
2002. 06,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,753.7,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,1201.8,3.054939280709945,1.9091079757967977,1.6273682116004995,2.3903418231517204,2.1200855498298976,2.0155170701955827,2.1083549015616265,2.7752961180437463,1.6342368368878812,1.3460801974439995,2.024175256251959,1.7250242760038725,1.639019419124721,1.347920611543585,2.108433734939763,2.4225671557162043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.252691657786787,8.265336826541459,-1.7229773487649167,8.490494900899586,7.259684675342302,-7.757888994004535,-6.5356552538370725,5.124838686113619,-11.024918355934926,-9.942836205447993,-11.178383574812887,-5.505781711710492,-4.624080677960651,-2.336575118649341,-3.287595724156933,-1.4833903433758668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,0.3199999999999994,,,,,,,,,,,,,,,,
2002. 07,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,713.2,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,2.2806839146414015,1.4257585121520089,1.2426589496978613,1.2331886128042369,1.0522263569870294,1.2407893622427446,1.3354963932906472,2.093790334145984,1.0548314670206338,0.6697469373913911,1.342828950190933,0.9559576647319767,0.8612318993540757,0.7670918973298413,1.3373912297998336,2.315762719044323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14184939537159,8.442522027098297,-2.1388430922294708,9.856534159619331,7.980138543744599,-8.72927561129909,-6.039574970484062,3.9266356619347977,-11.700326065585907,-10.088940647112636,-11.41677767859187,-5.602428723705689,-4.086127581134774,-2.56246154063784,-2.3077543949445785,-1.537495066438622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,,,,,,,,,,,,,,,,
2002. 08,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,1200.5,2.851581225758637,2.2852617179062618,2.0106210774429867,2.376934095389349,1.7241871893034721,1.9117189928504752,2.389410041901674,2.7647388140045637,1.6325319085782164,1.2472217110013117,2.214413768375767,1.723154984179498,1.8276762402088753,1.5357262851382947,2.588927137119912,3.0911660777385164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74133600245169,9.777506852394657,-5.05199268521852,9.984758672064066,7.633469966476482,-8.41420918530212,-5.971877213695396,-0.6498819060605276,-13.27867755764875,-11.14852691323911,-13.178053972395803,-6.762192867648047,-4.964079123988243,-3.1478713848199553,-2.2265635765891636,-3.131265622944345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,0.27999999999999936,,,,,,,,,,,,,,,,
2002. 09,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,642.2,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,1225.5,3.226087082602347,3.0513555975151263,2.876572013884915,3.1429666538903778,2.2020522041928725,3.064879174393753,3.4423707659710256,3.337496231859105,2.401790013311822,2.3144328430396266,2.6882336100773063,2.586452864642763,2.8875358469775625,2.499894903521427,3.2601835915088806,3.864310954063588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.20702274280027,10.954813104718419,-4.57762405711325,12.382050392573381,7.694615497743097,-8.014033906568306,-2.651357733175915,0.057366870388862345,-13.135387435878448,-12.484526987920315,-12.423713062784687,-6.671633856408454,-5.005634489613838,-2.7529441304824465,-2.612393448431989,-2.6767859492172037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,,,,,,,,,,,,,,,,
2002. 10,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,679.7,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,1233.4,3.528451968182744,3.1692084241103924,3.276438802641768,3.1565584526730195,2.9913423648862514,3.3781277639875817,3.5619840748045917,3.6405071324515648,2.7092087458158165,2.808956673235641,3.5853007003104453,2.9931855430000764,2.904275423066549,2.517828143754852,3.279090568106424,4.587103588045549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.077386813168278,12.14918765617839,-3.8759763652648846,12.39101441623973,8.501736510462424,-7.392902952459994,-1.9666115702479339,3.552411794784392,-12.359172605384039,-12.550997927596573,-12.379390693309533,-6.33070581409469,-3.3479531772037605,-2.54351301075801,-1.253661633561032,-2.6520523615313727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,,,,,,,,,,,,,,,,
2002. 11,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,699.8,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,3.4210258719621134,2.873363457305045,3.373645538496728,3.058043023305479,2.4100363156157156,3.3749020166749633,3.264765012674453,3.343880339421834,3.001226154153236,2.998830142380249,3.391812865497079,2.8005405560826757,2.419755893093112,2.418035099599347,3.177734262512222,4.294522307538617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.561467977608647,15.183281021676907,-3.8153067071189577,12.854415465774046,9.65605780072175,-7.041828934920512,-1.5837308146399054,3.95639046482749,-12.69111605330419,-12.904412725677265,-12.412094577582463,-6.307114811166729,-3.1311097238483856,-3.1174540079075967,-1.2148010709293806,0.36853703460071574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2002. 12,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,1200.4,3.3092111915182354,3.0513555975151263,3.6433733568542737,3.1385173944490585,2.2020522041928725,3.4551721203353036,3.1595002905287606,3.128702131000116,3.1797156559493445,2.7913052120454918,3.1814001609380416,2.7856468366383558,2.0210288617599215,2.6015780754218953,2.866246588652177,3.677740957883713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.001982720082776,19.690124769785474,-2.2504319277478713,14.0828764482233,8.253432483492777,-2.1971711637463196,2.216221959858324,4.3237478390026585,-11.187649851010752,-13.445394036705812,-12.670713451898653,-6.16404679341006,-2.2116028153693224,-1.5242815614324192,1.6088351674311523,2.41678726483358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,,,,,,,,,,,,,,,,
2003. 01,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,591.6,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,1170.5,3.3917573245840993,3.311495107856044,3.718739391196113,3.3156891806055633,2.281643463112726,3.4372265040512717,3.0403944295475993,3.3998322123793168,3.355126593896962,3.2617466766708736,3.6466600883779066,3.058521999145669,2.0027730704051727,2.780533471195623,3.2322743949261934,3.353184334057313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.470605865500055,19.28211114281514,-2.2848681495271284,16.106407355861794,8.934008831503803,-1.1693180960782814,4.57676505312869,5.069906742311724,-10.631770584645553,-12.678674782024235,-12.399615463846741,-7.501884959453804,-3.3766641570905342,-0.9987091800287143,1.8385288501289494,3.8992566767530645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,,,,,,,,,,,,,,,,
2003. 02,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,550.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,1186.8,3.275149747680506,3.490428779277077,3.6082329091113863,3.205956729418369,3.037849310222862,3.2281607904783183,3.212476864140501,3.0963950728895906,2.947064835426394,3.7323546019198073,4.1099793432580745,2.855523276411809,2.6708309407431186,3.0595611285266333,3.8830412670529446,3.141572595799169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7076719346141,19.16060110848832,-2.758385545183922,17.170787731200917,9.317896427803772,-2.2847350795428802,5.809752066115703,4.449633543548666,-10.553285040560311,-14.185130038647523,-12.743436562979246,-7.045284902783584,-3.813373272210418,-1.5447260278817094,2.4273357678603116,4.104854624391533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,,,,,,,,,,,,,,,,
2003. 03,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,1252.9,4.000398049557163,4.416529301426708,3.9652515062351013,3.9366888786443788,3.6833293470461603,3.8728315632283294,4.142367066895392,3.9140014314383187,3.973915951398954,4.3680479672746575,4.360231076710153,3.9684103834675355,3.612238918421151,3.3337959750173507,4.331595999436555,3.693236915745435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.56638372887456,23.528866523133853,-2.631551910360996,17.39683702365668,4.711245272204138,-3.209475498702819,8.782904368358913,4.640750931359423,-10.489920564601585,-14.118659098971266,-12.729236192176527,-7.705832984766502,-6.053585255481101,-1.7760975506248964,1.530073134240216,4.863866596500466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,,,,,,,,,,,,,,,,
2003. 04,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,613.5,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,1213.1,3.51770881974216,3.5624707732857086,3.3881491623936277,3.072738123325891,3.106104182157443,3.0058701897056617,2.996233387818914,3.1556282594410234,3.395812202136983,3.5936584140452865,3.302218348469088,3.292653879026486,3.125955577794448,2.4657420709470523,3.3732912723449138,3.213362277560372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.029615405161486,23.49635547716012,-2.662118893738089,17.528569197536076,5.458815854472499,-3.1341868982048418,9.624132231404959,5.163748812973292,-10.66273277176175,-14.230540878624373,-12.42715557691868,-8.389972069677382,-5.3395885188231595,-1.9461356740202127,-1.3799584621138992,4.376924088935672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,,,,,,,,,,,,,,,,
2003. 05,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,663.2,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,1206.6,3.6144748955456274,3.374002749082461,3.3005146565227017,2.8893214682981228,2.830878218823818,2.9155775540848694,3.0003987240829533,3.164432729516009,3.4054174562479167,3.321203638908332,3.2096020712556905,2.9226795440507436,2.941094555075896,2.373505314437563,3.381092850119405,2.93270960777261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.208884565317025,23.263495110373263,-2.6098841753088786,17.33447859815164,5.955423908411795,-1.6979750082706007,11.34987012987013,6.619445323723493,-9.945562112047064,-14.368089654786132,-13.071766348508783,-8.352683065049314,-5.594209577292711,-2.0892469391652444,-0.415730751816047,5.064826996447841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,,,,,,,,,,,,,,,,
2003. 06,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,703.5,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,1193.1,3.7182746523882093,3.186951777692748,3.020877119237775,3.0929131218305983,3.030687830687828,2.7356004517505417,3.294739851343631,3.079084141031063,3.226482589011259,3.2338203713840663,3.1242062484124977,3.1225340998759954,2.9481115622340237,2.0937907318561377,3.2979428394174004,2.4524213693261077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.839281587300697,25.329978470078586,-0.9102051300064087,20.843309253288265,8.61020336592668,6.1950527287184345,10.887083825265645,3.0145365117241747,-5.805269648834769,-14.264105412520305,-11.898729657350826,-6.269064806444211,-4.509236758413553,-0.882026127610814,1.206697738055402,4.692277331930014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,-0.2699999999999996,,,,,,,,,,,,,,,,
2003. 07,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,731.7,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,2.956131182734967,2.3285279873859865,2.440076835277405,2.137503982711575,2.5445507014365765,2.1573058632689657,2.3308174853792885,2.5981645224824934,2.643802848242105,2.7489583042031196,2.5410767654941324,2.540247439436172,2.267498267498258,1.3249872464807133,2.615868577420466,1.9688224083798334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.425565617856854,24.559466680501146,-0.45812331509760196,21.232269932375942,12.906341562746281,4.726106664654638,12.357567886658796,2.9573157369305347,-4.921767239728424,-14.251600978323781,-12.517091258669236,-1.6505552332249376,-5.501276668711835,-0.6456681496360929,2.5865946807882407,5.29515853177214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,-0.4700000000000002,,,,,,,,,,,,,,,,
