Completed	MM	p_corr
37	31	-0.5152727380617919
37	32	-0.5200342027634094
37	33	-0.5235039152196439
37	34	-0.5252789469104556
37	35	-0.5257586506532359
38	2	-0.4635459326600654
38	3	-0.4777209304922107
38	4	-0.4883264172144994
38	5	-0.4982114378674415
38	6	-0.5068738783458984
38	7	-0.5120097106899212
38	8	-0.5140623149366589
38	9	-0.5129373530894481
38	10	-0.5100077508747074
38	11	-0.5067836632409659
38	12	-0.5029596616159898
38	13	-0.4979270354705086
38	14	-0.49196358632468185
38	15	-0.48540718751508133
38	16	-0.4794805983340329
38	17	-0.4750187628872988
38	18	-0.47121034091347763
38	19	-0.46806519238083094
38	20	-0.4651815048925486
38	21	-0.4640950335772823
38	22	-0.46373670670264827
38	23	-0.4653474844320266
38	24	-0.46835133700052833
38	25	-0.47246659786322287
38	26	-0.4777176092939341
38	27	-0.48316938268051446
38	28	-0.4888029009881415
38	29	-0.4936563701748347
38	30	-0.49996947549092347
38	31	-0.5063179050431708
38	32	-0.5119819727081146
38	33	-0.5164230383372526
38	34	-0.5191340791555109
38	35	-0.5205304499635031
39	2	-0.47256535793649923
39	3	-0.48387210302984074
39	4	-0.4929267913487635
39	5	-0.5008947037069963
39	6	-0.5085822395335481
39	7	-0.5151815202202872
39	8	-0.5188185763278578
39	9	-0.5196716094122741
39	10	-0.5178502151110876
39	11	-0.5146294364571101
39	12	-0.5109012503281202
39	13	-0.5064620329295231
39	14	-0.5008007420059776
39	15	-0.4948472676972106
39	16	-0.488522957648573
39	17	-0.4824717604306768
39	18	-0.4778119618312337
39	19	-0.47393550723867023
39	20	-0.47049252055607627
39	21	-0.46722348863110436
39	22	-0.465776967631055
39	23	-0.46498873665516544
39	24	-0.4662502486206141
39	25	-0.46859432365791226
39	26	-0.47226137283840613
39	27	-0.4769402194548966
39	28	-0.4818237876272396
39	29	-0.4869873814292023
39	30	-0.4915540890132803
39	31	-0.4975895500508631
39	32	-0.5035454509478635
39	33	-0.5088524733018158
39	34	-0.5124843056004057
39	35	-0.5147900529679296
40	2	-0.4769950867204177
40	3	-0.49094916466564176
40	4	-0.4988533727320964
40	5	-0.5059431335351464
40	6	-0.512157676216409
40	7	-0.5179047677489537
40	8	-0.5228408114350095
40	9	-0.5251359400626651
40	10	-0.5251413716773291
40	11	-0.52296879966213
40	12	-0.5192878827146291
40	13	-0.5149884073431038
40	14	-0.5099201234096169
40	15	-0.5042950131931154
40	16	-0.4986068209085793
40	17	-0.492199474777973
40	18	-0.4860113609039314
40	19	-0.4813091354317306
40	20	-0.47715251723772284
40	21	-0.47330997561249805
40	22	-0.4696874425613302
40	23	-0.4678044472122189
40	24	-0.4666467264328939
40	25	-0.4672377778396811
40	26	-0.4691134422519034
40	27	-0.47216095083909176
40	28	-0.4762335335178185
40	29	-0.4806130029710056
40	30	-0.48547157921338974
40	31	-0.4897231326349208
40	32	-0.49531770717877566
40	33	-0.5008848367851509
40	34	-0.5053553281037791
40	35	-0.5085749727475473
41	2	-0.47510447214763635
41	3	-0.49172780483135703
41	4	-0.5023023352394461
41	5	-0.5093536645578818
41	6	-0.5154040765994335
41	7	-0.5202836740730706
41	8	-0.5247038297309593
41	9	-0.5282675978104249
41	10	-0.5296653971489861
41	11	-0.5292296495601003
41	12	-0.52659428231846
41	13	-0.5224513932946472
41	14	-0.51761109340308
41	15	-0.512624392039602
41	16	-0.5073288730789872
41	17	-0.5016077547835053
41	18	-0.4951685375998215
41	19	-0.4890403488364364
41	20	-0.4841597675916708
41	21	-0.47970112057871994
41	22	-0.4755318573928941
41	23	-0.47157613293278405
41	24	-0.4693918987450667
41	25	-0.46767690896925856
41	26	-0.46786387788969763
41	27	-0.46919374788306323
41	28	-0.4716775088663864
41	29	-0.4752831314277365
41	30	-0.47940427188023166
41	31	-0.4839546139729434
41	32	-0.4878324881599531
41	33	-0.49307254488905206
41	34	-0.4978062567796943
41	35	-0.50184997783657
42	2	-0.4739617103603395
42	3	-0.4907576031154393
42	4	-0.5031275773609176
42	5	-0.5122313320739915
42	6	-0.5184089519547007
42	7	-0.5232678839830028
42	8	-0.5270209653116574
42	9	-0.5301453681873686
42	10	-0.5326596695366558
42	11	-0.533495900546067
42	12	-0.5325061084955621
42	13	-0.5294510116062877
42	14	-0.524875696600387
42	15	-0.5202326053224158
42	16	-0.5156099469721501
42	17	-0.5103081747477316
42	18	-0.5045435852146793
42	19	-0.4982039580276028
42	20	-0.49195921414472654
42	21	-0.486849792829996
42	22	-0.48208242266476253
42	23	-0.4776197864624459
42	24	-0.4734328696580705
42	25	-0.47072094351063803
42	26	-0.4686704787598699
42	27	-0.46833451882967153
42	28	-0.4691015675326911
42	29	-0.47114618498870325
42	30	-0.4744355056724932
42	31	-0.47819094739170986
42	32	-0.48233888037279987
42	33	-0.4857970463811597
42	34	-0.4901200196631253
42	35	-0.49432266024445976
43	2	-0.47527932978013404
43	3	-0.49125156798622494
43	4	-0.5033160653945735
43	5	-0.5134497813670218
43	6	-0.5211899977557433
43	7	-0.5263724733152327
43	8	-0.5301494054109542
43	9	-0.5327083392196231
43	10	-0.534893417866687
43	11	-0.5365896602055844
43	12	-0.536688031937369
43	13	-0.5351039031510315
43	14	-0.5314976235320111
43	15	-0.5270696192336545
43	16	-0.5227534807417605
43	17	-0.5180749031442787
43	18	-0.5127390844572576
43	19	-0.5070295123074066
43	20	-0.5006222301581815
43	21	-0.49433027046983036
43	22	-0.48904821120424047
43	23	-0.4841260956649017
43	24	-0.4795758733946614
43	25	-0.4752410748990514
43	26	-0.4723329061414664
43	27	-0.4700710785380823
43	28	-0.46936545859188444
43	29	-0.4699438798543484
43	30	-0.4718806325952624
43	31	-0.4749186482406051
43	32	-0.4784089008255803
43	33	-0.48211924384520993
43	34	-0.48498349189059653
43	35	-0.4889171488181327
44	2	-0.4750615963608451
44	3	-0.4918419091409036
44	4	-0.5035393197282103
44	5	-0.5135679380186666
44	6	-0.5221292640636446
44	7	-0.5287062917138131
44	8	-0.5329372365180961
44	9	-0.5355841906405866
44	10	-0.5373039522850199
44	11	-0.5387446244673552
44	12	-0.5396379783753021
44	13	-0.5390937796218469
44	14	-0.5368867734321044
44	15	-0.5334358179058662
44	16	-0.52939872662649
44	17	-0.5250170178230174
44	18	-0.5203107718126692
44	19	-0.515045954351378
44	20	-0.5092744289109337
44	21	-0.5028393093082537
44	22	-0.4964423171465269
44	23	-0.4910227005089042
44	24	-0.4860243962359028
44	25	-0.481336044823535
44	26	-0.47682118890223135
44	27	-0.4737026515014584
44	28	-0.4710475228725455
44	29	-0.4701422126830119
44	30	-0.4705907369422671
44	31	-0.4722088656467413
44	32	-0.4749253850969317
44	33	-0.47791649564121275
44	34	-0.48101314395838396
44	35	-0.48340737359532426
45	2	-0.47505937987293634
45	3	-0.4914958709528555
45	4	-0.503950494960916
45	5	-0.5138898755557506
45	6	-0.5224958464916531
45	7	-0.5298580156243597
45	8	-0.5353680742194853
45	9	-0.5384753479614361
45	10	-0.5403833643959721
45	11	-0.541454870746484
45	12	-0.5421811600973551
45	13	-0.5424497386631181
45	14	-0.5412757305196126
45	15	-0.5392260920313544
45	16	-0.5361741766082376
45	17	-0.5321383073914541
45	18	-0.527790063497859
45	19	-0.5231799574656466
45	20	-0.5178413247986942
45	21	-0.5120296622951958
45	22	-0.505487430797641
45	23	-0.4989820486265663
45	24	-0.49349916793917725
45	25	-0.48834970563867736
45	26	-0.4834633528089765
45	27	-0.4787350881190148
45	28	-0.47524420164788117
45	29	-0.4724555523493377
45	30	-0.47144518633880494
45	31	-0.47159858780529174
45	32	-0.4728922315862459
45	33	-0.47514067998782034
45	34	-0.4775815956954245
45	35	-0.4801783835910377
46	2	-0.4749772675228923
46	3	-0.4913135357857495
46	4	-0.5033349074978941
46	5	-0.5139507583164596
46	6	-0.5226483754873534
46	7	-0.5301418813752643
46	8	-0.5364329378517451
46	9	-0.5407160231100692
46	10	-0.5430454018418318
46	11	-0.5443368539925622
46	12	-0.5447725548441525
46	13	-0.5449196022398272
46	14	-0.5445567308104693
46	15	-0.5435214815942996
46	16	-0.5418289281260558
46	17	-0.5387969234255643
46	18	-0.534863443497993
46	19	-0.5306518075100928
46	20	-0.5259834876690204
46	21	-0.5206097150551144
46	22	-0.514681738561905
46	23	-0.5080639094561961
46	24	-0.5015113008170998
46	25	-0.49588666937165704
46	26	-0.49055710781868694
46	27	-0.4854382189599748
46	28	-0.48029540792431274
46	29	-0.47666142044416154
46	30	-0.47375323308839046
46	31	-0.4724481489510117
46	32	-0.4722795476743959
46	33	-0.4730890970167958
46	34	-0.4748132745026316
46	35	-0.4767452198049776
47	2	-0.47611876971566747
47	3	-0.4916381146010022
47	4	-0.50351838414574
47	5	-0.5136345153931515
47	6	-0.5228839972184199
47	7	-0.5304649470985985
47	8	-0.5368682922729258
47	9	-0.541899437884323
47	10	-0.5453337523586332
47	11	-0.5470167610731067
47	12	-0.5476807807075171
47	13	-0.547599565700061
47	14	-0.5471674750378127
47	15	-0.5469582485697159
47	16	-0.5462968402977901
47	17	-0.5446097159932698
47	18	-0.541692556709887
47	19	-0.5379202348167634
47	20	-0.5336751761199331
47	21	-0.5289719857453973
47	22	-0.5234742925321311
47	23	-0.5174730061589292
47	24	-0.5108385493369271
47	25	-0.5041537927885318
47	26	-0.4983611606012395
47	27	-0.49281862483228595
47	28	-0.48726553849169374
47	29	-0.4820175729044702
47	30	-0.47826811016970777
47	31	-0.475084365323774
47	32	-0.47347996658240454
47	33	-0.47287181827432223
47	34	-0.4732306582626218
47	35	-0.47448628520171204
48	2	-0.4786488296246394
48	3	-0.49347255676293783
48	4	-0.5043475360493511
48	5	-0.5140797305431861
48	6	-0.5225401365065496
48	7	-0.5304023222647171
48	8	-0.5367546062843971
48	9	-0.5417714697246925
48	10	-0.5458694211868166
48	11	-0.548571827226143
48	12	-0.5495102333971507
48	13	-0.5495744049832749
48	14	-0.5488887618498446
48	15	-0.5485679011123721
48	16	-0.5486852605892029
48	17	-0.5479513929595997
48	18	-0.5463119756443663
48	19	-0.543533691334173
48	20	-0.5397146193898494
48	21	-0.5354139245229825
48	22	-0.5305828049934856
48	23	-0.5250000204552996
48	24	-0.5189795874391908
48	25	-0.5122560590186117
48	26	-0.5054293215308678
48	27	-0.49943385985838046
48	28	-0.49349473945443045
48	29	-0.487834979056375
48	30	-0.48250020176984554
48	31	-0.4784853736983267
48	32	-0.4750334696168548
48	33	-0.4730095015448523
48	34	-0.4720056003914916
48	35	-0.47193884590891694
49	2	-0.4844500067554241
49	3	-0.49790251846349975
49	4	-0.5078558335235503
49	5	-0.5165875878955163
49	6	-0.5244932443192722
49	7	-0.5314898107769944
49	8	-0.5379717454740537
49	9	-0.5428996842941324
49	10	-0.5469581297233532
49	11	-0.5502458201668977
49	12	-0.5520851094353103
49	13	-0.5523251565437507
49	14	-0.5517479369846945
49	15	-0.5511722952022762
49	16	-0.5511867136770403
49	17	-0.5511892511919634
49	18	-0.550448908435777
49	19	-0.5488716036135534
49	20	-0.5459914409683605
49	21	-0.542099974405879
49	22	-0.5376409250968021
49	23	-0.5326687181120228
49	24	-0.5269991182074402
49	25	-0.5208252371194891
49	26	-0.5139172181525983
49	27	-0.5068532489893114
49	28	-0.500438405251097
49	29	-0.49439475266953614
49	30	-0.48859909075511454
49	31	-0.4829763509535645
49	32	-0.47867175643256615
49	33	-0.47480064466665334
49	34	-0.47239297355653115
49	35	-0.47100390777327716
50	2	-0.4913600818875831
50	3	-0.5042672294681652
50	4	-0.5130773694427055
50	5	-0.5209280227112457
50	6	-0.5277867934025686
50	7	-0.5341174653560411
50	8	-0.5396250007425478
50	9	-0.5445209816526859
50	10	-0.5484176760123072
50	11	-0.5515957075275262
50	12	-0.5539012634558081
50	13	-0.5548955083049408
50	14	-0.5544238462748945
50	15	-0.5538857831456484
50	16	-0.5535987335511509
50	17	-0.5534531696358497
50	18	-0.5533756191411976
50	19	-0.5526235473980478
50	20	-0.5508726827989868
50	21	-0.5478759587393965
50	22	-0.5437899803669521
50	23	-0.5391630080886197
50	24	-0.5340825546934711
50	25	-0.5282423806396042
50	26	-0.5218499775687869
50	27	-0.5147195417597719
50	28	-0.5072662772431646
50	29	-0.5007732890801211
50	30	-0.4946132963707484
50	31	-0.48855485797086184
50	32	-0.4827342637869645
50	33	-0.4780729474125588
50	34	-0.4739393374624247
50	35	-0.4712086521397609
51	2	-0.4936120946338051
51	3	-0.5089591256023407
51	4	-0.5181320332584176
51	5	-0.5254527741626227
51	6	-0.531724042701029
51	7	-0.5372122750608028
51	8	-0.5421384976947857
51	9	-0.5461247874302584
51	10	-0.5499711235546402
51	11	-0.5529961703745244
51	12	-0.555165321910946
51	13	-0.5565644696064276
51	14	-0.556769516243756
51	15	-0.5562815132351687
51	16	-0.5560377834330118
51	17	-0.5556157869389401
51	18	-0.5554017522079582
51	19	-0.5553010163812196
51	20	-0.5543592453434014
51	21	-0.5524579487424008
51	22	-0.5492359291722536
51	23	-0.5449791027166939
51	24	-0.5402497780221359
51	25	-0.5349807826702367
51	26	-0.5288937737956443
51	27	-0.5222579526572043
51	28	-0.5146993787343359
51	29	-0.5071251656127719
51	30	-0.5004995045317517
51	31	-0.4940685136983938
51	32	-0.487781889733436
51	33	-0.4815884940101805
51	34	-0.4766606671004102
51	35	-0.472209110551902
52	2	-0.4923120347322806
52	3	-0.5095104032101075
52	4	-0.5209350891566015
52	5	-0.5290685398004411
52	6	-0.5352987916348989
52	7	-0.5404843450557711
52	8	-0.5448128455195568
52	9	-0.5483537924612807
52	10	-0.5513859372031746
52	11	-0.554395228094307
52	12	-0.5564454127648806
52	13	-0.5577267777885538
52	14	-0.5583579839374623
52	15	-0.5585812172221604
52	16	-0.5584324363770232
52	17	-0.5580918139200246
52	18	-0.5576382266256301
52	19	-0.557421946667244
52	20	-0.5571545223229315
52	21	-0.5560924174037737
52	22	-0.553981426821532
52	23	-0.5506303653056457
52	24	-0.5463164722590002
52	25	-0.5414349203765702
52	26	-0.5359477067569134
52	27	-0.5296488132782289
52	28	-0.5226085765390462
52	29	-0.5149600787059342
52	30	-0.5072539215612167
52	31	-0.5003666422781647
52	32	-0.49371159077615046
52	33	-0.48704509308214067
52	34	-0.48057541124672054
52	35	-0.4753009337781233
53	2	-0.48648977963507206
53	3	-0.5060147740394214
53	4	-0.5193658559480872
53	5	-0.5296837217458975
53	6	-0.5369566864337791
53	7	-0.5424110694343353
53	8	-0.546682892992039
53	9	-0.5498878247134268
53	10	-0.5526443235907934
53	11	-0.5550484983217158
53	12	-0.5571601753617098
53	13	-0.5584294615168961
53	14	-0.5590370324263183
53	15	-0.5597309515394471
53	16	-0.560304952953816
53	17	-0.560035736644814
53	18	-0.5596670712383064
53	19	-0.5592433909049611
53	20	-0.5588868799795305
53	21	-0.5584794605355069
53	22	-0.5571941278400425
53	23	-0.5549250411717782
53	24	-0.551489493973939
53	25	-0.547015063396482
53	26	-0.5419137051398385
53	27	-0.5361989980888356
53	28	-0.5294611354971538
53	29	-0.5223094504893817
53	30	-0.5145012201367821
53	31	-0.5065027625307961
53	32	-0.49938301753159164
53	33	-0.4923458008334331
53	34	-0.4853702741900226
53	35	-0.47854484058130264
54	2	-0.4831775071410017
54	3	-0.5013033543595298
54	4	-0.5158859649766853
54	5	-0.5276604483866448
54	6	-0.5368439450433817
54	7	-0.5433490029673483
54	8	-0.5479614831985887
54	9	-0.5512042851178283
54	10	-0.5537084269044197
54	11	-0.5558936195335236
54	12	-0.5574609830563032
54	13	-0.5588113644890375
54	14	-0.559422627347711
54	15	-0.5600890217273294
54	16	-0.5610986422224055
54	17	-0.561518767697608
54	18	-0.56122275832682
54	19	-0.560891415630879
54	20	-0.5603328104810564
54	21	-0.5598269564161538
54	22	-0.559195860697872
54	23	-0.5577515081160063
54	24	-0.5553835766548529
54	25	-0.5517711885559238
54	26	-0.5470932181272906
54	27	-0.5417736424010712
54	28	-0.5356285933316832
54	29	-0.5288094396730119
54	30	-0.5215197484363078
54	31	-0.5134375742483188
54	32	-0.5052196203484558
54	33	-0.49771663099474606
54	34	-0.49037468466033424
54	35	-0.4830337863691868
55	2	-0.47796555953516684
55	3	-0.49669867535381207
55	4	-0.5105262736139288
55	5	-0.5232255509045708
55	6	-0.5337178253602293
55	7	-0.5419749707556464
55	8	-0.5476429372247931
55	9	-0.5513391083211164
55	10	-0.5539836034967527
55	11	-0.5559676566548846
55	12	-0.5573962682596919
55	13	-0.5582922219825043
55	14	-0.5590174512360132
55	15	-0.5596838449908771
55	16	-0.560638934224246
55	17	-0.5615266988233707
55	18	-0.5619604220875845
55	19	-0.5617707527525458
55	20	-0.5613529886406325
55	21	-0.5606863402053285
55	22	-0.5599882821432081
55	23	-0.5592405282082235
55	24	-0.5577478901444011
55	25	-0.5552642486743988
55	26	-0.5515195412565118
55	27	-0.5466737374967913
55	28	-0.540973787076571
55	29	-0.5347897423865293
55	30	-0.5278827359674161
55	31	-0.5203666494031477
55	32	-0.5121009564402852
55	33	-0.5035400801905195
55	34	-0.4957557456438233
55	35	-0.48806711696041827
56	2	-0.47627034108341343
56	3	-0.4932681810396937
56	4	-0.5068058271674275
56	5	-0.5186207044778189
56	6	-0.5296760149453077
56	7	-0.5389751682664399
56	8	-0.5461162312359971
56	9	-0.5507604314656103
56	10	-0.5538283682344964
56	11	-0.555963389479526
56	12	-0.5571809179272977
56	13	-0.5579394422283849
56	14	-0.5581914064367618
56	15	-0.5589441275842156
56	16	-0.5599121161013867
56	17	-0.5607447615242113
56	18	-0.5616452866590638
56	19	-0.5621932254551721
56	20	-0.5619380953555281
56	21	-0.5614325149064472
56	22	-0.5605929231151995
56	23	-0.559808247872529
56	24	-0.5590271122967125
56	25	-0.5574296562803986
56	26	-0.5547927518119249
56	27	-0.5508522885385976
56	28	-0.5455946978124647
56	29	-0.5398526829747337
56	30	-0.5335744746357246
56	31	-0.5264634165132989
56	32	-0.5187796952233636
56	33	-0.5101837638529217
56	34	-0.5013686244663905
56	35	-0.493255496204802
57	2	-0.4724318408899644
57	3	-0.4903622385663536
57	4	-0.5030590354506874
57	5	-0.5147269205333577
57	6	-0.5250484139507954
57	7	-0.5348145542459483
57	8	-0.5428904709262578
57	9	-0.5488909989940185
57	10	-0.5528626845573833
57	11	-0.55543369451364
57	12	-0.556816069459262
57	13	-0.5573630106873303
57	14	-0.5574920914506634
57	15	-0.5577740555083521
57	16	-0.5588100912888692
57	17	-0.5596465579385596
57	18	-0.5604870067389743
57	19	-0.5615229532726762
57	20	-0.5620288215578232
57	21	-0.5617262826300102
57	22	-0.5610689985402081
57	23	-0.5601474630503236
57	24	-0.5593335766303684
57	25	-0.5584772060521878
57	26	-0.5567490573673329
57	27	-0.5539400097473584
57	28	-0.5496057658561422
57	29	-0.5443168699689058
57	30	-0.5384965974961565
57	31	-0.5320419535504172
57	32	-0.5248006012432281
57	33	-0.5168259461785275
57	34	-0.508009428287373
57	35	-0.4988929703935715
58	2	-0.4645750672193596
58	3	-0.48432370236205036
58	4	-0.498368053159929
58	5	-0.5098938637746223
58	6	-0.5204111324710441
58	7	-0.5297524725007162
58	8	-0.5383870893252377
58	9	-0.5453553759902244
58	10	-0.5506803728103581
58	11	-0.5541899065747716
58	12	-0.5560764235043117
58	13	-0.5568739019150374
58	14	-0.5568548483772693
58	15	-0.5570819460529944
58	16	-0.5577162738952007
58	17	-0.5586605046239962
58	18	-0.5595530799184941
58	19	-0.5605746942666329
58	20	-0.5616105186128365
58	21	-0.5620943806062854
58	22	-0.5616734968711605
58	23	-0.5609535814213501
58	24	-0.5600126735295179
58	25	-0.5591305225940225
58	26	-0.5581556797717384
58	27	-0.5562589230657145
58	28	-0.5530623829054354
58	29	-0.5486963241431617
58	30	-0.543338640884
58	31	-0.5373506416208895
58	32	-0.5307783810890555
58	33	-0.5232680176184555
58	34	-0.5150842143272252
58	35	-0.5059995186338186
59	2	-0.4519250976509421
59	3	-0.47352095590027704
59	4	-0.48944857271172765
59	5	-0.5024863732858622
59	6	-0.5133229163421741
59	7	-0.5231384640582734
59	8	-0.5316528657785955
59	9	-0.5393531379964873
59	10	-0.5457433947503182
59	11	-0.550649106554143
59	12	-0.5535387838917195
59	13	-0.5549417110403584
59	14	-0.5552696670747805
59	15	-0.5554752567726009
59	16	-0.5561595721352358
59	17	-0.5567553905903183
59	18	-0.5577920270252895
59	19	-0.5589001375880611
59	20	-0.5599644773296887
59	21	-0.5610228805334468
59	22	-0.5614048403082784
59	23	-0.5609399488981798
59	24	-0.5602300167707717
59	25	-0.5592483016600565
59	26	-0.5582653983073735
59	27	-0.5571403160154431
59	28	-0.554863469799977
59	29	-0.5516546879057974
59	30	-0.5472276576198082
59	31	-0.5417184593145127
59	32	-0.5356204672247833
59	33	-0.5287865754537038
59	34	-0.5210679948456285
59	35	-0.5126233831802977
